date	open	high	low	close	adjClose	volume	unadjustedVolume	change	changePercent	vwap	label	changeOverTime
2020-05-08	76.94	78.19	76.6	78.13	77.86	33990712	33990712	1.19	1.55	77.465	May 08, 20	0.0155
2020-05-11	78.08	81.13	77.79	80.66	80.39	46906016	46906016	2.58	3.3	79.415	May 11, 20	0.033
2020-05-12	81.24	81.72	77.93	78.03	77.76	49305928	49305928	-3.21	-3.95	79.73	May 12, 20	-0.0395
2020-05-13	79.18	80.79	75.95	77.8	77.54	62585008	62585008	-1.37	-1.74	78.43	May 13, 20	-0.0174
2020-05-14	78.42	80.36	76.88	80.31	80.04	60231236	60231236	1.89	2.41	78.9925	May 14, 20	0.0241
2020-05-15	78.9	85.01	78.74	84.91	84.62	98766172	98766172	6.01	7.62	81.89	May 15, 20	0.0762
2020-05-18	87.61	89.17	86.81	87.5	87.21	77640344	77640344	-0.1025	-0.12556	87.7725	May 18, 20	-0.0012556
2020-05-19	87.9	90.88	87.63	88.06	87.76	71732196	71732196	0.1525	0.18203	88.6175	May 19, 20	0.0018203
2020-05-20	89.91	90.43	88.89	89.7	89.4	58753620	58753620	-0.21	-0.23357	89.7325	May 20, 20	-0.0023357
2020-05-21	90.52	90.52	87.38	87.75	87.46	76106964	76106964	-2.76	-3.06	89.0425	May 21, 20	-0.0306
2020-05-22	88.25	90.93	87.13	90.26	89.96	103876500	103876500	2.01	2.28	89.1425	May 22, 20	0.0228
2020-05-26	91.57	91.82	86.72	87.18	86.89	77077904	77077904	-4.39	-4.79	89.3225	May 26, 20	-0.0479
2020-05-27	86.25	86.33	79.97	85.25	84.97	117589224	117589224	-0.9975	-1.16	84.45	May 27, 20	-0.0116
2020-05-28	84.12	87.61	83.79	84.87	84.59	73612816	73612816	0.7475	0.89158	85.0975	May 28, 20	0.0089158
2020-05-29	85.55	88.76	84.85	88.76	88.46	74591976	74591976	3.21	3.75	86.98	May 29, 20	0.0375
2020-06-01	88.33	88.41	86.9	88.06	87.77	39051100	39051100	-0.27	-0.30567	87.925	June 01, 20	-0.0030567
2020-06-02	87.96	88.37	86.58	88.25	87.96	39132056	39132056	0.29	0.3297	87.79	June 02, 20	0.003297
2020-06-03	88.22	88.66	87.0	87.7	87.4	36543888	36543888	-0.5275	-0.58944	87.895	June 03, 20	-0.0058944
2020-06-04	87.28	89.43	86.78	87.67	87.41	42427840	42427840	0.385	0.44684	87.79	June 04, 20	0.0044684
2020-06-05	87.95	89.97	87.08	89.2	88.94	48174604	48174604	1.26	1.42	88.55	June 05, 20	0.0142
2020-06-08	88.77	88.9	86.86	88.05	87.8	38773724	38773724	-0.7225	-0.81108	88.145	June 08, 20	-0.0081108
2020-06-09	88.0	91.1	87.51	90.46	90.2	46848884	46848884	2.46	2.8	89.2675	June 09, 20	0.028
2020-06-10	91.68	95.0	91.54	93.67	93.4	63218148	63218148	1.99	2.17	92.9725	June 10, 20	0.0217
2020-06-11	91.5	92.61	87.86	87.96	87.71	58365024	58365024	-3.54	-3.87	89.9825	June 11, 20	-0.0387
2020-06-12	91.63	91.87	87.03	89.33	89.07	57090816	57090816	-2.3	-2.51	89.965	June 12, 20	-0.0251
2020-06-15	88.15	91.82	87.44	91.74	91.47	40000216	40000216	3.58	4.07	89.7875	June 15, 20	0.0407
2020-06-16	92.25	92.67	88.39	90.69	90.42	53571500	53571500	-1.56	-1.69	91.0	June 16, 20	-0.0169
2020-06-17	91.14	92.99	90.7	92.36	92.09	40830564	40830564	1.22	1.34	91.7975	June 17, 20	0.0134
2020-06-18	92.27	92.83	91.15	92.18	91.91	25440952	25440952	-0.09	-0.09753983	92.1075	June 18, 20	-0.0009753983
2020-06-19	92.43	94.45	92.27	92.61	92.34	52416052	52416052	0.1875	0.19474	92.94	June 19, 20	0.0019474
2020-06-22	93.0	95.31	92.73	95.27	94.99	39846648	39846648	2.27	2.44	94.0775	June 22, 20	0.0244
2020-06-23	95.51	96.43	94.08	94.5	94.23	37510740	37510740	-1.01	-1.06	95.13	June 23, 20	-0.0106
2020-06-24	94.76	95.56	91.45	92.36	92.09	44937088	44937088	-2.41	-2.53	93.5325	June 24, 20	-0.0253
2020-06-25	93.56	95.05	91.82	94.9	94.63	37607200	37607200	1.34	1.43	93.8325	June 25, 20	0.0143
2020-06-26	95.0	95.0	91.25	91.55	91.29	59208576	59208576	-3.45	-3.63	93.2	June 26, 20	-0.0363
2020-06-29	91.7	92.05	89.0	92.0	91.73	34224812	34224812	0.3025	0.32715	91.1875	June 29, 20	0.0032715
2020-06-30	93.14	95.26	92.67	94.98	94.7	36789200	36789200	1.84	1.98	94.0125	June 30, 20	0.0198
2020-07-01	95.21	95.76	94.13	95.3	95.02	32664680	32664680	0.0925	0.09452789	95.1	July 01, 20	0.0009452789
2020-07-02	96.39	97.38	95.78	96.12	95.84	36405408	36405408	-0.2675	-0.28011	96.4175	July 02, 20	-0.0028011
2020-07-06	97.42	99.09	97.13	98.39	98.11	31589372	31589372	0.975	0.99569	98.0075	July 06, 20	0.0099569
2020-07-07	99.46	100.7	98.51	98.72	98.43	35779972	35779972	-0.745	-0.74402	99.3475	July 07, 20	-0.0074402
2020-07-08	99.94	102.25	99.66	102.16	101.86	36548052	36548052	2.22	2.22	101.0025	July 08, 20	0.0222
2020-07-09	103.8	105.7	102.34	105.09	104.79	49454720	49454720	1.29	1.24	104.2325	July 09, 20	0.0124
2020-07-10	105.89	106.55	103.79	104.79	104.49	49767476	49767476	-1.09	-1.04	105.255	July 10, 20	-0.0104
2020-07-13	105.95	107.92	100.25	100.52	100.23	45707496	45707496	-5.43	-5.13	103.66	July 13, 20	-0.0513
2020-07-14	100.75	104.03	97.86	103.77	103.47	54267420	54267420	3.02	3.0	101.6025	July 14, 20	0.03
2020-07-15	104.14	104.33	100.56	102.27	101.98	40398492	40398492	-1.87	-1.8	102.825	July 15, 20	-0.018
2020-07-16	100.15	102.07	98.96	101.35	101.05	34496472	34496472	1.2	1.2	100.6325	July 16, 20	0.012
2020-07-17	102.26	102.49	100.88	102.02	101.72	26628464	26628464	-0.24	-0.2347	101.9125	July 17, 20	-0.002347
2020-07-20	102.74	105.31	101.57	105.11	104.8	28485084	28485084	2.36	2.31	103.6825	July 20, 20	0.0231
2020-07-21	105.13	105.6	102.87	103.29	102.99	27766684	27766684	-1.84	-1.75	104.2225	July 21, 20	-0.0175
2020-07-22	103.68	106.03	102.92	104.39	104.09	36729084	36729084	0.7125	0.6848	104.255	July 22, 20	0.006848
2020-07-23	104.5	105.47	100.31	101.3	101.0	41166128	41166128	-3.2	-3.06	102.895	July 23, 20	-0.0306
2020-07-24	98.75	103.65	97.77	101.95	101.65	47329200	47329200	3.19	3.24	100.53	July 24, 20	0.0324
2020-07-27	102.32	104.42	102.18	104.22	103.91	29213020	29213020	1.89	1.86	103.285	July 27, 20	0.0186
2020-07-28	103.74	103.82	102.09	102.16	101.86	27163604	27163604	-1.59	-1.52	102.9525	July 28, 20	-0.0152
2020-07-29	103.91	105.16	103.47	104.66	104.35	28450768	28450768	0.747	0.72178	104.3	July 29, 20	0.0072178
2020-07-30	103.75	106.23	102.95	106.14	105.83	30888016	30888016	2.39	2.3	104.7675	July 30, 20	0.023
2020-07-31	105.63	107.67	104.33	106.15	105.84	38628600	38628600	0.515	0.49228	105.945	July 31, 20	0.0049228
2020-08-03	107.33	110.99	107.15	110.1	109.78	41301824	41301824	2.78	2.58	108.8925	August 03, 20	0.0258
2020-08-04	110.5	112.28	109.06	112.28	111.95	31033560	31033560	1.78	1.61	111.03	August 04, 20	0.0161
2020-08-05	112.44	113.72	111.66	112.87	112.54	25049972	25049972	0.4275	0.38243	112.6725	August 05, 20	0.0038243
2020-08-06	113.5	113.58	111.79	113.36	113.03	24431568	24431568	-0.1425	-0.12335	113.0575	August 06, 20	-0.0012335
2020-08-07	113.13	115.05	110.38	112.0	111.67	34251596	34251596	-1.13	-0.99885	112.64	August 07, 20	-0.0099885
2020-08-10	113.34	114.08	108.57	111.65	111.33	42779592	42779592	-1.69	-1.49	111.91	August 10, 20	-0.0149
2020-08-11	110.74	111.37	107.96	108.5	108.19	35451052	35451052	-2.24	-2.02	109.6425	August 11, 20	-0.0202
2020-08-12	109.91	114.67	109.58	114.4	114.07	46494292	46494292	4.5	4.09	112.14	August 12, 20	0.0409
2020-08-13	115.46	117.22	113.56	114.43	114.1	37445956	37445956	-1.03	-0.89208	115.1675	August 13, 20	-0.0089208
2020-08-14	115.3	117.05	114.41	115.64	115.31	36643616	36643616	0.34	0.29488	115.6	August 14, 20	0.0029488
2020-08-17	118.51	124.1	118.17	123.37	123.01	62130092	62130092	4.86	4.1	121.0375	August 17, 20	0.041
2020-08-18	124.5	124.96	120.86	122.61	122.25	50344620	50344620	-1.89	-1.52	123.2325	August 18, 20	-0.0152
2020-08-19	122.97	123.15	120.98	121.39	121.03	62262232	62262232	-1.58	-1.28	122.1225	August 19, 20	-0.0128
2020-08-20	119.75	123.75	118.79	121.41	121.06	92138624	92138624	1.66	1.39	120.925	August 20, 20	0.0139
2020-08-21	122.02	128.09	121.95	126.84	126.47	99986952	99986952	4.82	3.95	124.725	August 21, 20	0.0395
2020-08-24	128.84	129.13	125.08	127.2	126.84	49056420	49056420	-1.64	-1.27	127.5625	August 24, 20	-0.0127
2020-08-25	126.31	127.61	125.74	127.5	127.13	28907680	28907680	1.19	0.94213	126.79	August 25, 20	0.0094213
2020-08-26	127.99	128.68	126.78	127.73	127.36	32124292	32124292	-0.26235	-0.20314	127.795	August 26, 20	-0.0020314
2020-08-27	127.82	128.5	125.66	126.28	125.92	31760292	31760292	-1.53	-1.2	127.065	August 27, 20	-0.012
2020-08-28	126.75	131.48	126.43	131.48	131.1	53715852	53715852	4.73	3.73	129.035	August 28, 20	0.0373
2020-08-31	131.83	135.75	130.38	133.75	133.36	50084120	50084120	1.92	1.46	132.9275	August 31, 20	0.0146
2020-09-01	134.8	139.94	134.37	138.21	137.85	51247396	51247396	3.41	2.53	136.83	September 01, 20	0.0253
2020-09-02	147.04	147.27	139.0	143.47	143.09	87401288	87401288	-3.57	-2.43	144.195	September 02, 20	-0.0243
2020-09-03	138.29	138.85	128.79	130.16	129.82	94512604	94512604	-8.13	-5.88	134.0225	September 03, 20	-0.0588
2020-09-04	127.84	131.75	117.05	126.23	125.9	146368284	146368284	-1.61	-1.26	125.7175	September 04, 20	-0.0126
2020-09-08	117.35	125.5	117.04	119.13	118.82	79572948	79572948	1.78	1.52	119.755	September 08, 20	0.0152
2020-09-09	124.0	128.09	122.32	127.15	126.82	73619828	73619828	3.15	2.54	125.39	September 09, 20	0.0254
2020-09-10	129.89	130.65	121.67	123.12	122.8	69868444	69868444	-6.78	-5.21	126.3325	September 10, 20	-0.0521
2020-09-11	124.86	126.53	118.96	121.65	121.33	63692688	63692688	-3.21	-2.57	123.0	September 11, 20	-0.0257
2020-09-14	130.81	133.15	126.31	128.72	128.39	120174496	120174496	-2.09	-1.6	129.7475	September 14, 20	-0.016
2020-09-15	132.8	132.99	128.28	129.91	129.57	72755656	72755656	-2.89	-2.18	130.995	September 15, 20	-0.0218
2020-09-16	129.57	130.93	125.14	125.15	124.82	55759940	55759940	-4.43	-3.41	127.6975	September 16, 20	-0.0341
2020-09-17	121.32	125.9	120.35	124.64	124.31	79251176	79251176	3.31	2.74	123.0525	September 17, 20	0.0274
2020-09-18	125.94	126.33	119.89	121.89	121.58	69846192	69846192	-4.05	-3.22	123.5125	September 18, 20	-0.0322
2020-09-21	119.25	125.23	119.05	125.17	124.85	72104244	72104244	5.92	4.96	122.175	September 21, 20	0.0496
2020-09-22	125.75	126.48	121.56	126.38	126.05	64645208	64645208	0.6275	0.50099	125.0425	September 22, 20	0.0050099
2020-09-23	125.76	127.27	120.79	121.24	120.92	64701232	64701232	-4.52	-3.59	123.765	September 23, 20	-0.0359
2020-09-24	120.72	125.7	120.14	123.48	123.16	73124032	73124032	2.76	2.29	122.51	September 24, 20	0.0229
2020-09-25	124.48	128.84	122.46	128.74	128.4	58801628	58801628	4.26	3.42	126.13	September 25, 20	0.0342
2020-09-28	130.4	130.52	127.5	130.35	130.01	57380912	57380912	-0.0525	-0.03834356	129.6925	September 28, 20	-0.0003834356
2020-09-29	129.38	134.43	129.33	132.26	131.91	62300496	62300496	2.88	2.23	131.35	September 29, 20	0.0223
2020-09-30	131.57	136.23	131.5	135.31	134.95	68918412	68918412	3.73	2.84	133.6525	September 30, 20	0.0284
2020-10-01	137.58	137.63	134.61	136.15	135.79	52500236	52500236	-1.44	-1.04	136.4925	October 01, 20	-0.0104
2020-10-02	132.25	135.2	130.51	130.62	130.28	55249588	55249588	-1.63	-1.23	132.145	October 02, 20	-0.0123
2020-10-05	132.36	136.44	132.23	136.43	136.07	47981828	47981828	4.06	3.07	134.365	October 05, 20	0.0307
2020-10-06	138.3	141.42	136.65	137.37	137.01	78441984	78441984	-0.935	-0.67245	138.435	October 06, 20	-0.0067245
2020-10-07	140.0	141.19	138.64	139.64	139.28	41808516	41808516	-0.3575	-0.25714	139.8675	October 07, 20	-0.0025714
2020-10-08	140.75	140.85	137.58	138.39	138.03	37890088	37890088	-2.36	-1.68	139.3925	October 08, 20	-0.0168
2020-10-09	137.67	138.24	136.61	137.63	137.27	34689092	34689092	-0.0425	-0.02905499	137.5375	October 09, 20	-0.0002905499
2020-10-12	139.9	143.47	139.13	142.26	141.89	43474380	43474380	2.36	1.69	141.19	October 12, 20	0.0169
2020-10-13	142.97	143.48	140.19	142.48	142.11	34460312	34460312	-0.4825	-0.34273	142.28	October 13, 20	-0.0034273
2020-10-14	142.91	143.43	139.6	140.95	140.59	27664712	27664712	-1.95	-1.37	141.7225	October 14, 20	-0.0137
2020-10-15	138.11	140.06	137.68	139.7	139.34	26722512	26722512	1.59	1.15	138.8875	October 15, 20	0.0115
2020-10-16	140.37	141.22	137.93	138.12	137.76	24263960	24263960	-2.25	-1.6	139.41	October 16, 20	-0.016
2020-10-19	139.03	139.83	134.07	134.98	134.63	29806856	29806856	-4.05	-2.91	136.9775	October 19, 20	-0.0291
2020-10-20	135.84	138.0	135.07	136.46	136.1	22921204	22921204	0.62	0.45642	136.3425	October 20, 20	0.0045642
2020-10-21	136.25	137.92	134.78	135.25	134.9	21959732	21959732	-1.0	-0.73394	136.05	October 21, 20	-0.0073394
2020-10-22	135.23	136.12	132.32	133.61	133.26	29047944	29047944	-1.61	-1.2	134.32	October 22, 20	-0.012
2020-10-23	134.5	135.93	132.91	135.9	135.55	23348428	23348428	1.4	1.04	134.81	October 23, 20	0.0104
2020-10-26	134.27	136.93	130.39	131.41	131.07	33689432	33689432	-2.86	-2.13	133.25	October 26, 20	-0.0213
2020-10-27	133.06	134.42	131.92	133.97	133.62	25051968	25051968	0.9075	0.6839	133.3425	October 27, 20	0.006839
2020-10-28	131.98	132.6	126.09	126.27	125.94	37651808	37651808	-5.71	-4.33	129.235	October 28, 20	-0.0433
2020-10-29	128.39	131.93	127.5	130.24	129.9	32008184	32008184	1.86	1.44	129.515	October 29, 20	0.0144
2020-10-30	128.5	129.36	123.0	125.34	125.02	41739600	41739600	-3.16	-2.46	126.55	October 30, 20	-0.0246
2020-11-02	126.58	128.37	123.95	125.81	125.48	29965264	29965264	-0.77	-0.60831	126.1775	November 02, 20	-0.0060831
2020-11-03	127.09	131.05	126.03	130.2	129.86	27290108	27290108	3.11	2.45	128.5925	November 03, 20	0.0245
2020-11-04	133.89	138.28	133.37	137.94	137.59	41022928	41022928	4.05	3.02	135.87	November 04, 20	0.0302
2020-11-05	141.63	143.39	139.91	141.6	141.23	31902832	31902832	-0.025	-0.02118195	141.6325	November 05, 20	-0.0002118195
2020-11-06	141.1	145.89	138.95	145.62	145.24	38334928	38334928	4.52	3.2	142.89	November 06, 20	0.032
2020-11-09	145.53	146.92	136.11	136.31	135.95	58297788	58297788	-9.22	-6.34	141.2175	November 09, 20	-0.0634
2020-11-10	136.07	136.07	126.28	127.7	127.37	64406720	64406720	-8.36	-6.15	131.53	November 10, 20	-0.0615
2020-11-11	130.54	134.35	129.48	134.18	133.83	40474344	40474344	3.64	2.79	132.1375	November 11, 20	0.0279
2020-11-12	134.79	137.66	133.16	134.57	134.22	36663500	36663500	-0.22172	-0.16322	135.045	November 12, 20	-0.0016322
2020-11-13	136.27	136.69	130.59	132.97	132.63	34676232	34676232	-3.3	-2.42	134.13	November 13, 20	-0.0242
2020-11-16	131.73	136.5	131.56	135.15	134.8	41377480	41377480	3.43	2.6	133.735	November 16, 20	0.026
2020-11-17	135.53	135.96	133.04	134.22	133.87	31202796	31202796	-1.3	-0.96658	134.6875	November 17, 20	-0.0096658
2020-11-18	134.65	136.06	131.85	134.29	133.94	51092532	51092532	-0.365	-0.26736	134.2125	November 18, 20	-0.0026736
2020-11-19	132.13	134.88	131.0	134.4	134.05	56593420	56593420	2.28	1.72	133.1025	November 19, 20	0.0172
2020-11-20	134.54	134.94	130.65	130.88	130.54	34108980	34108980	-3.66	-2.72	132.7525	November 20, 20	-0.0272
2020-11-23	131.71	133.82	130.16	131.4	131.06	36135420	36135420	-0.3113	-0.23537	131.7725	November 23, 20	-0.0023537
2020-11-24	131.43	131.62	128.85	129.58	129.24	34649996	34649996	-1.85	-1.41	130.37	November 24, 20	-0.0141
2020-11-25	130.32	132.69	130.2	132.35	132.0	25991640	25991640	2.02	1.56	131.39	November 25, 20	0.0156
2020-11-27	133.75	134.07	131.71	132.61	132.27	16727520	16727520	-1.14	-0.85234	133.035	November 27, 20	-0.0085234
2020-11-30	132.65	134.13	129.72	134.01	133.67	28695200	28695200	1.36	1.03	132.6275	November 30, 20	0.0103
2020-12-01	134.92	135.29	132.28	133.9	133.55	29757128	29757128	-1.02	-0.756	134.0975	December 01, 20	-0.00756
2020-12-02	133.51	136.73	132.34	135.45	135.09	28336120	28336120	1.94	1.45	134.5075	December 02, 20	0.0145
2020-12-03	135.88	136.6	133.29	133.96	133.65	19952064	19952064	-1.91	-1.41	134.9325	December 03, 20	-0.0141
2020-12-04	134.49	135.6	133.89	135.58	135.27	20224340	20224340	1.1	0.81047	134.89	December 04, 20	0.0081047
2020-12-07	136.01	137.31	135.0	136.07	135.76	22324324	22324324	0.055	0.0441144	136.0975	December 07, 20	0.000441144
2020-12-08	135.85	135.99	132.82	133.5	133.19	27192088	27192088	-2.35	-1.73	134.54	December 08, 20	-0.0173
2020-12-09	133.01	134.14	128.68	129.31	129.01	40130120	40130120	-3.7	-2.78	131.285	December 09, 20	-0.0278
2020-12-10	128.69	130.69	128.49	129.72	129.42	20776472	20776472	1.03	0.80037	129.3975	December 10, 20	0.0080037
2020-12-11	129.67	130.2	128.23	130.13	129.83	20926564	20926564	0.46	0.35475	129.5575	December 11, 20	0.0035475
2020-12-14	130.88	133.89	130.78	133.09	132.78	27015788	27015788	2.21	1.69	132.16	December 14, 20	0.0169
2020-12-15	134.4	134.64	131.87	133.6	133.3	19348592	19348592	-0.7925	-0.59524	133.6275	December 15, 20	-0.0059524
2020-12-16	134.22	134.37	132.13	132.43	132.12	22311468	22311468	-1.8	-1.33	133.2875	December 16, 20	-0.0133
2020-12-17	133.67	133.79	131.79	133.41	133.11	23138388	23138388	-0.255	-0.19451	133.165	December 17, 20	-0.0019451
2020-12-18	133.79	134.05	130.71	132.72	132.42	34206464	34206464	-1.07	-0.79976	132.8175	December 18, 20	-0.0079976
2020-12-21	130.75	133.7	129.68	133.32	133.02	30233216	30233216	2.57	1.97	131.8625	December 21, 20	0.0197
2020-12-22	133.19	133.37	130.54	132.78	132.48	18631488	18631488	-0.41	-0.30783	132.47	December 22, 20	-0.0030783
2020-12-23	132.56	132.75	130.05	130.09	129.79	17914276	17914276	-2.47	-1.86	131.3625	December 23, 20	-0.0186
2020-12-24	130.37	131.32	129.39	129.94	129.64	9788352	9788352	-0.435	-0.32983	130.255	December 24, 20	-0.0032983
2020-12-28	130.63	130.63	127.63	129.0	128.7	21256564	21256564	-1.62	-1.25	129.4725	December 28, 20	-0.0125
2020-12-29	129.25	130.73	128.42	129.43	129.14	17037216	17037216	0.1825	0.13926	129.4575	December 29, 20	0.0013926
2020-12-30	129.9	132.14	128.97	131.46	131.16	22539716	22539716	1.55	1.2	130.6175	December 30, 20	0.012
2020-12-31	131.37	131.51	129.15	130.55	130.25	19242440	19242440	-0.815	-0.62419	130.645	December 31, 20	-0.0062419
2021-01-04	131.04	136.52	129.63	131.14	130.83	56064180	56064180	0.0925	0.07631258	132.0825	January 04, 21	0.0007631258
2021-01-05	131.0	134.44	130.87	134.05	133.74	32275992	32275992	3.05	2.33	132.59	January 05, 21	0.0233
2021-01-06	132.23	132.45	125.86	126.15	125.86	58042300	58042300	-6.08	-4.6	129.1725	January 06, 21	-0.046
2021-01-07	129.68	133.78	128.87	133.44	133.13	46148148	46148148	3.76	2.9	131.4425	January 07, 21	0.029
2021-01-08	133.63	134.21	130.42	132.77	132.46	29252860	29252860	-0.8575	-0.64357	132.7575	January 08, 21	-0.0064357
2021-01-11	134.19	139.61	133.63	136.22	135.9	51902880	51902880	2.03	1.51	135.9125	January 11, 21	0.0151
2021-01-12	137.53	137.54	133.45	134.85	134.54	29147772	29147772	-2.68	-1.95	135.8425	January 12, 21	-0.0195
2021-01-13	134.9	136.25	133.85	135.32	135.01	21002844	21002844	0.41785	0.31134	135.08	January 13, 21	0.0031134
2021-01-14	135.75	136.0	131.81	132.0	131.7	28312028	28312028	-3.75	-2.76	133.89	January 14, 21	-0.0276
2021-01-15	132.28	133.25	128.49	128.6	128.3	27778128	27778128	-3.69	-2.78	130.655	January 15, 21	-0.0278
2021-01-19	130.16	130.94	128.44	130.25	129.95	22618688	22618688	0.09	0.06914567	129.9475	January 19, 21	0.0006914567
2021-01-20	131.12	134.31	130.57	133.66	133.35	25857088	25857088	2.54	1.94	132.415	January 20, 21	0.0194
2021-01-21	134.19	139.99	132.53	138.68	138.36	33833960	33833960	4.49	3.35	136.3475	January 21, 21	0.0335
2021-01-22	137.4	138.42	136.27	137.13	136.81	24681856	24681856	-0.27588	-0.19651	137.305	January 22, 21	-0.0019651
2021-01-25	137.82	138.29	132.36	136.53	136.22	25111116	25111116	-1.28	-0.936	136.25	January 25, 21	-0.00936
2021-01-26	135.8	136.45	133.88	134.35	134.04	16398040	16398040	-1.45	-1.07	135.12	January 26, 21	-0.0107
2021-01-27	132.3	132.33	127.94	129.18	128.88	37127284	37127284	-3.12	-2.36	130.4375	January 27, 21	-0.0236
2021-01-28	129.96	133.4	129.6	130.51	130.21	22831596	22831596	0.5475	0.42321	130.8675	January 28, 21	0.0042321
2021-01-29	130.75	133.35	129.12	129.9	129.6	27155204	27155204	-0.8525	-0.6501	130.78	January 29, 21	-0.006501
2021-02-01	130.53	132.71	129.03	132.37	132.07	21720432	21720432	1.84	1.41	131.16	February 01, 21	0.0141
2021-02-02	133.99	135.72	132.85	135.57	135.26	22043828	22043828	1.58	1.18	134.5325	February 02, 21	0.0118
2021-02-03	136.36	139.32	135.17	135.31	134.99	24540928	24540928	-1.06	-0.77002	136.54	February 03, 21	-0.0077002
2021-02-04	135.31	136.74	133.38	136.64	136.33	20133848	20133848	1.33	0.98293	135.5175	February 04, 21	0.0098293
2021-02-05	137.25	137.37	135.46	135.91	135.6	16915364	16915364	-1.34	-0.97632	136.4975	February 05, 21	-0.0097632
2021-02-08	137.27	144.74	137.27	144.39	144.06	43462284	43462284	7.12	5.19	140.9175	February 08, 21	0.0519
2021-02-09	143.41	145.83	142.23	142.63	142.31	28756012	28756012	-0.77375	-0.5439	143.525	February 09, 21	-0.005439
2021-02-10	144.63	149.05	143.41	147.64	147.3	48535232	48535232	3.01	2.08	146.1825	February 10, 21	0.0208
2021-02-11	149.8	152.72	149.25	152.51	152.16	45082772	45082772	2.7	1.81	151.07	February 11, 21	0.0181
2021-02-12	150.5	152.91	147.75	149.61	149.27	37475748	37475748	-0.8875	-0.59136	150.1925	February 12, 21	-0.0059136
2021-02-16	150.64	153.73	149.5	153.3	152.95	32195952	32195952	2.66	1.77	151.7925	February 16, 21	0.0177
2021-02-17	151.71	152.24	147.8	149.06	148.72	27569868	27569868	-2.65	-1.75	150.2025	February 17, 21	-0.0175
2021-02-18	147.29	148.73	145.75	148.29	147.95	23408080	23408080	1.0	0.67893	147.515	February 18, 21	0.0067893
2021-02-19	150.25	151.77	148.47	149.26	148.92	27172412	27172412	-0.98	-0.6589	149.9375	February 19, 21	-0.006589
2021-02-22	147.75	151.33	143.25	143.56	143.23	32588556	32588556	-4.19	-2.84	146.4725	February 22, 21	-0.0284
2021-02-23	140.75	142.39	133.9	141.42	141.1	39177932	39177932	0.6675	0.47602	139.615	February 23, 21	0.0047602
2021-02-24	141.23	145.07	137.56	144.99	144.66	44831908	44831908	3.76	2.66	142.2125	February 24, 21	0.0266
2021-02-25	140.45	143.75	132.16	133.07	132.77	82443604	82443604	-7.38	-5.25	137.3575	February 25, 21	-0.0525
2021-02-26	137.53	138.54	133.61	137.15	136.83	50093040	50093040	-0.38	-0.2763	136.7075	February 26, 21	-0.002763
2021-03-01	138.75	139.25	135.53	138.42	138.1	35318300	35318300	-0.3325	-0.23784	137.9875	March 01, 21	-0.0023784
2021-03-02	139.0	139.21	133.96	134.06	133.75	26411412	26411412	-4.94	-3.55	136.5575	March 02, 21	-0.0355
2021-03-03	134.26	134.51	127.99	128.05	127.75	37759028	37759028	-6.21	-4.63	131.2025	March 03, 21	-0.0463
2021-03-04	128.01	129.75	120.84	123.7	123.42	57334516	57334516	-4.3	-3.37	125.575	March 04, 21	-0.0337
2021-03-05	125.5	125.5	116.79	124.62	124.33	54283884	54283884	-0.885	-0.7012	123.1025	March 05, 21	-0.007012
2021-03-08	124.5	124.71	115.67	115.93	115.67	54311168	54311168	-8.57	-6.88	120.2025	March 08, 21	-0.0688
2021-03-09	121.3	126.17	120.59	125.2	124.96	52182552	52182552	3.9	3.22	123.315	March 09, 21	0.0322
2021-03-10	128.41	129.8	124.58	124.68	124.44	38437656	38437656	-3.72	-2.9	126.8675	March 10, 21	-0.029
2021-03-11	129.5	130.46	127.35	129.94	129.68	29991428	29991428	0.435	0.33977	129.3125	March 11, 21	0.0033977
2021-03-12	126.48	128.89	125.9	128.56	128.31	24396396	24396396	2.08	1.64	127.4575	March 12, 21	0.0164
2021-03-15	128.65	132.07	127.67	131.91	131.66	22252044	22252044	3.26	2.53	130.075	March 15, 21	0.0253
2021-03-16	133.57	135.13	131.17	132.91	132.65	27212960	27212960	-0.6525	-0.49412	133.195	March 16, 21	-0.0049412
2021-03-17	130.4	134.53	129.9	133.41	133.15	24386420	24386420	3.01	2.31	132.06	March 17, 21	0.0231
2021-03-18	131.37	131.84	127.17	127.23	126.98	29418808	29418808	-4.14	-3.15	129.4025	March 18, 21	-0.0315
2021-03-19	127.5	129.22	126.13	128.46	128.21	29920696	29920696	0.9575	0.75294	127.8275	March 19, 21	0.0075294
2021-03-22	129.13	133.95	129.07	131.86	131.61	29780308	29780308	2.74	2.11	131.0025	March 22, 21	0.0211
2021-03-23	132.54	133.45	130.21	130.71	130.45	22204608	22204608	-1.83	-1.38	131.7275	March 23, 21	-0.0138
2021-03-24	131.51	131.59	126.37	126.43	126.18	24583852	24583852	-5.08	-3.86	128.975	March 24, 21	-0.0386
2021-03-25	125.0	127.15	122.72	125.35	125.11	29514456	29514456	0.3575	0.28	125.055	March 25, 21	0.0028
2021-03-26	125.55	128.56	123.74	128.39	128.14	36396896	36396896	2.85	2.26	126.56	March 26, 21	0.0226
2021-03-29	128.2	130.63	127.0	129.48	129.23	27351988	27351988	1.28	0.99844	128.8275	March 29, 21	0.0099844
2021-03-30	128.42	129.75	127.05	128.72	128.47	20020248	20020248	0.298	0.23361	128.485	March 30, 21	0.0023361
